,BREAST_BT549,BREAST_HS578T,BREAST_MCF7,BREAST_MCF7ADRr,BREAST_MDAMB231,BREAST_MDAMB435,BREAST_MDN,BREAST_T47D,CNS_SF268,CNS_SF295,CNS_SF539,CNS_SNB19,CNS_SNB75,CNS_U251,COLON_COLO205,COLON_HCC2998,COLON_HCT116,COLON_HCT15,COLON_HT29,COLON_KM12,COLON_SW620,LEUK_CCRFCEM,LEUK_HL60,LEUK_K562,LEUK_MOLT4,LEUK_RPMI8266,LEUK_SR,MELAN_LOXIMVI,MELAN_M14,MELAN_MALME3M,MELAN_SKMEL2,MELAN_SKMEL28,MELAN_SKMEL5,MELAN_UACC257,MELAN_UACC62,NSCLC_A549,NSCLC_EKVX,NSCLC_H226,NSCLC_H23,NSCLC_H332M,NSCLC_H460,NSCLC_H522,NSCLC_HOP62,NSCLC_HOP92,OVAR_IGROV1,OVAR_OVCAR3,OVAR_OVCAR4,OVAR_OVCAR5,OVAR_OVCAR8,OVAR_SKOV3,PROSTATE_DU145,PROSTATE_PC3,RENAL_7860,RENAL_A498,RENAL_ACHN,RENAL_CAKI1,RENAL_RXF393,RENAL_SN12C,RENAL_TK10,RENAL_UO31
X04412_at,0,0.150559677,0,0,0,1.480265122,1.914564523,1.855989697,0,0,0.713695815,0,1.944858446,0,0.641546029,0,0,0,0,0,0,0,0.137503524,0,0,0,0,0,2.959770155,3.40599236,0.214124805,2.44625623,1.6780719,0.263034406,0.963474124,0,0,0,0,0,0,0,0,1.5360529,0,0,1.257010618,0,0,0,0,0,0,0,0,0.056583528,0,0,0,0
L41559_at,-0.589564414,-0.589564414,0.869867204,-0.589564414,-0.589564414,-0.222193349,0.088507491,-0.439004738,-0.589564414,-0.589564414,-0.589564414,-0.023967239,-0.589564414,-0.589564414,1.163184177,1.32882182,0.838041758,0.827275328,-0.452060891,1.428357494,2.353419184,-0.589564414,-0.589564414,-0.589564414,-0.589564414,-0.589564414,-0.589564414,-0.589564414,0.023967239,-0.491953618,-0.589564414,-0.589564414,1.02396724,-0.589564414,-0.589564414,1.589946636,0.788947209,-0.589564414,0.59946941,-0.589564414,0.685442633,1.019244828,-0.589564414,0.783387684,1.213662622,-0.350777555,1.679468732,1.061200145,-0.589564414,1.511413233,1.188644162,2.32691223,1.205371248,0.810973515,1.038042424,2.81506627,0.805498385,0.313473856,1.250395173,0.234184946
L08069_at,1.238780572,-0.566103981,-0.989806341,0.202476569,-0.745237129,0.363074682,0.356253416,-1.188257041,0.030331304,-0.406776453,1.112237864,0.182048687,0.798384576,0.755824114,-0.944183724,0.007293768,-0.944183724,-1.16844856,-0.204974436,-0.984023989,-0.646027525,-0.270328174,-1.007293768,-0.007293768,0.137654568,-0.5878645,0.153479535,0.567861115,0.225117409,-0.800061154,1.113586808,-0.073291327,0.84298202,0.36760434,-0.13282465,0.398919881,-0.623378786,-0.523543519,0.620047335,-0.867659232,-0.995611963,0.465933495,0.734940347,0.461702715,0.521866941,0.024606316,-1.215098653,0.557986367,0.163933893,-0.769899183,-0.449962386,0.353972475,0.661216524,-0.16844856,-0.716188597,0.45533319,-0.194920771,-1.161905714,0.142948867,-0.22529442
X53416_at,1.177104227,1.869105933,-1.292781749,0.316027493,0,0.129451251,-0.236198221,-0.359209111,0.696357258,1.294583242,0.870716983,1.551202095,2.103651782,1.353380908,-1.292781749,-1.278426456,-1.292781749,-1.017774702,0.455679484,-0.707819249,-1.181750437,-0.413075983,-1.292781749,-0.382049087,-1.155278225,-1.292781749,-0.660513534,0.267933205,1.495903961,0.958179824,0.539095492,-0.222392421,-1.29278175,-0.587909785,-1.264212597,0.742842161,0.777607579,0.182303134,-0.428843299,-0.420938101,0,-0.072451794,1.497990289,-0.21553875,-0.436792052,-0.278426456,1.371701091,-0.072451794,0.606393881,1.847996907,-0.292781749,-0.285586248,0.692718681,1.968749066,-0.195170953,1.394278939,1.304153393,0.915111102,1.187483373,0.277681182
X62534_s_at,-0.222940655,-0.563977573,0.469969759,0.025557658,0.088099124,-0.196074049,0.185301283,-0.451674603,0.459869169,-1.159282018,-0.300943167,0.172988022,0.043705005,-0.103297408,0.960181649,-0.414036946,0.768900822,1.09464197,0.489961234,0.383555007,1.00254768,1.762066631,1.197510341,0.30673941,1.376412938,-0.591722563,0.213630006,-0.557123902,0.148041664,-0.81061754,0.197510341,-1.550302636,0.86643515,-0.81061754,-1.634366901,-0.708367482,-1.420242095,-0.128475971,0.18938246,-1.634366901,-0.536756104,-0.025557658,0.257052286,-0.239304101,1.105481202,0.057167264,-1.634366901,-0.54351347,0.152229461,-0.154101778,-0.47732319,0.209616944,-0.432733039,-1.335708585,-0.185465949,0.509679469,-0.557123902,1.000226368,0.57039985,-0.123404981
X04325_at,0,0,0,0,0,1.565597176,2.361768359,0,0,0,0,0,0.042644337,0,1.333423734,0,0,0,0,0,1.422233001,0,0,0,0,0,0,0,2.063502942,1.704871964,1.831877241,2.173127433,3.39369076,0.411426246,0.056583528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M62402_at,0,0,0,1.790772038,0,0,0,0,1.028569152,0.632268215,0,0,0,0.454175893,0,1.879705766,1.021479727,0,0,0,2.327687364,0,0,0,0,0,0,2.577730931,0,0,0,0,0,0,0,2.080657663,1.659924558,3.390942773,0,0,1.875780063,0,0.641546029,1.269033146,0,0,0,0.475084883,0,2.550900665,1.970853654,1.970853654,1.811471031,1.117695043,3.099295204,2.508428653,2.435628594,0,2.277984747,2.060047384
U29680_at,0,0,0,0,0,0,0.111031312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584962501,0.925999419,3.09592442,2.916476644,0,3.390942773,3.22187708,2.257010618,1.250961574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D28423_at,0.15383916,-0.307491991,-0.106161185,-0.537454575,0.602647396,0.279791822,0.418981229,-0.816103606,-0.692639918,-0.553895722,0.504832605,0.429473603,-0.055535112,0.251686484,0.610045849,-0.419778367,-0.035194664,-0.796407804,0.630198107,-0.035194664,0.835071406,0.48485036,0.435732594,0.327695979,0.258764315,-0.061399734,-0.608661526,-0.454084489,0.76554996,-1.052611717,0.081170093,0.035194664,1.10099672,-0.973072952,-1.174430461,0.206035372,-0.656683041,-0.24943489,0.518657304,-0.574714194,0.923833555,1.130878012,0.621072871,-0.692639918,-0.371622329,0.404162515,-0.367983751,-0.48527911,0.265807592,0.923833555,-0.393648635,0.094418074,0.659016944,-0.821069859,-1.558035453,0.844511102,-0.371622329,-0.229489479,0.268147731,-0.967555947
U14394_at,0.111031312,3.165107985,0.23878686,0,0.014355293,0.847996907,0.464668267,0.028569152,0,2.150559677,0.82374936,0,1.778208576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.541019153,3.389566812,0.956056652,2.531069493,1.0976108,1.66448284,1.516015147,0,0,1.748461233,0,0,0,0,2.472487771,1.028569152,0,1.443606651,1.682573297,0.895302621,0,0,0,0,0,0,0,0,0,0,0,0
M20902_at,0,0.286881148,0,0,0.321928095,0,0,0,0,0,0,0,0,0,0,0.150559677,0,0.35614381,0.799087306,0,1,0,0,1.655351829,0,0,0,0.411426246,0,2.3950628,1.220329955,0.056583528,0.18903382,3.388189537,0.084064265,1.827819025,0,0,0.443606651,0,1.263034406,0,1.286881148,0.713695815,1.819668183,0,0,0.495695163,0.201633861,0.40053793,0.40053793,0,0,0,0,0,0,0,0,0.454175893
L33799_at,0,3.003602237,0.485426827,0,0,2.596935142,3.272023189,0,0,1.280956314,2.189033824,0,3.386810946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.310340121,0,0.23878686,0,0,0,2.869871406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815575429,0,0,0,0,0,0,0,0,0,0
L42176_at,-0.280944098,1.82003355,-0.280944098,2.699081203,-0.00593705,0.323127226,1.075199713,1.645055321,1.726251404,0.423927867,-0.280944098,0.00593705,0.78944523,-0.017909692,0.526410824,-0.280944098,-0.280944098,-0.280944098,2.854919068,0.550933144,-0.280944098,-0.280944098,-0.280944098,-0.280944098,-0.280944098,-0.280944098,-0.280944098,0.598761669,1.729835741,-0.117445365,0.590899551,1.351324118,-0.2809441,-0.280944098,1.260075055,-0.280944098,-0.280944098,2.394871834,-0.280944098,-0.196879833,-0.280944098,-0.280944098,1.135895644,-0.280944098,-0.280944098,-0.280944098,-0.280944098,0.378980461,2.711824333,0.920689764,-0.117445365,-0.280944098,0.360601931,1.594835965,1.563039746,3.105866849,0.162662554,1.173231796,1.979081558,1.843384037
X05196_at,0.831877241,0,0.839959587,0,0,0,0,2.147306699,0,0,0,0,0,0,1.207892852,0.565597176,0.367371066,0,0,3.386810946,0,0,0,1.713695815,0,1.321928095,0.028569152,1.321928095,0.526068812,1.10433666,0,0,2.04614178,2.336283388,1.66448284,0,0,0,0,0,0.111031312,0,0,0,0.82374936,0,1.028569152,1.150559677,0,0.23878686,0,0.432959407,0,0.056583528,0,1.475084883,0.124328135,0,0,0
U41060_at,-0.007177646,0.404248599,3.378253391,-0.007177646,-0.007177646,0.661849119,1.056325296,0.926394992,-0.007177646,0.596893677,-0.007177646,-0.007177646,1.149866064,-0.007177646,-0.007177646,-0.007177646,0.643586913,0.156321086,-0.007177646,-0.007177646,-0.007177646,-0.007177646,-0.007177646,-0.007177646,-0.007177646,-0.007177646,-0.007177646,-0.007177646,2.276744126,1.014302081,1.169145126,1.000017855,2.92261335,1.070065352,-0.007177646,0.021391506,1.420428526,0.548638509,0.84081926,-0.007177646,-0.007177646,-0.007177646,0.231609213,-0.007177646,1.382389165,0.206947159,-0.007177646,-0.007177646,-0.007177646,0.518891165,2.188169952,-0.007177646,0.393360283,-0.007177646,0.103853666,1.670894259,0.808397782,0.007177646,1.14338203,-0.007177646
X75861_at,-1.001955304,-0.489004048,0.805399618,-0.307763733,-0.076809299,-0.985835638,-0.081083954,1.551598492,-0.552876231,-0.258520214,-0.374400926,-0.151259248,1.167969698,-0.225023302,1.196503533,0.319972791,0.342490228,0.303670979,0.014164362,0.729325585,0.731764631,0.364661609,-0.014164362,-0.449782738,-0.74976828,-0.187669888,-0.61350259,0.558484878,0.12593761,0.162556201,0.283862498,-0.915446311,0.65930238,-0.151259248,-0.670333813,-0.128960581,-0.500408811,0.826092013,0.464825771,-0.15576064,-0.192286516,-1.034745239,0.467755102,0.173362956,0.66951619,-0.239283995,0.208811792,0.899521796,-0.915446311,0.166167455,0.931702201,0.014164362,-0.292813392,-0.472064186,0.435200601,0.910328551,-0.206225707,-1.833832545,0.612423685,0.803082035
D43642_at,0.329832628,-0.223945167,0.584187279,-1.035388977,-0.629937527,-0.256985429,0.370062473,0.377257975,0.070502191,-0.447245229,-0.39727677,0.22605217,0.395091268,0.530337305,0.088150057,-0.688831216,0.002330689,-0.78194062,-0.1445107,-0.453614754,0.118523706,-0.093884627,-0.24588772,0.299853471,-0.789977939,0.156658835,-0.103868715,-0.002330689,-0.054625196,0.380842312,0.454126738,-0.1445107,1.82292144,-0.218511281,-0.27944028,0.265365095,0.748574096,-0.409607572,0.144058798,-0.10888679,-0.054625196,0.484429498,0.006977054,-0.703938108,-0.069222572,0.210022061,0.621024047,0.402163316,-0.750231761,0.029987032,0.938094578,0.928330107,-0.47937785,-0.234874727,0.37366471,0.865757636,-0.021128284,-0.847528962,0.71204822,-0.587293189
L13923_at,1.182692298,3.063502942,0,0,0,0,0,0,0.59454855,0.799087306,2.435628594,0,3.384049807,0.704871964,0,0,0,0,0,0,0,0,0,0,0,0,0.879705766,0,0,0,0,0,0,0,0,0,1.443606651,0,0,0,0,0,0,0,1.339137385,0,0,0,0,0,0,0,0,0,0,0,1.778208576,0,0,0.782408565
U51336_at,0.015682085,-0.501108913,1.91946677,-0.531010398,-0.11408579,0.758839513,1.558672316,0.927734386,0.411197026,-1.464583037,-1.464583037,0.101014139,0.076436117,0.041307893,0.115562448,0.12518045,-0.649007608,-0.346887994,-0.786511131,0.472761356,-0.036976864,-0.665495731,-0.479082606,-0.19554989,-0.759711072,-0.380518772,-0.690586711,-0.690586711,1.446149625,1.478400562,1.275265066,1.073955127,1.11797297,1.36931904,-0.624623449,0.061485775,0.636394611,-0.015682085,-0.450227744,-0.262949175,0.560445758,0.682723662,-0.102814677,-1.340254902,1.385416223,-0.561544766,0.758839513,0.134734757,-0.58487727,1.298828538,0.609237197,0.172331544,-0.457387535,-0.225796177,-1.464583037,0.076436117,-0.673810999,-1.031623629,0.283878196,-1.108439226
X83618_at,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.384049807,0,0,0,0,0.687060688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L18877_f_at,0,0,0,0,0,2.693765712,3.040892431,0,0,0.40053793,0,0.443606651,0.250961574,2.543495883,0,0,0.731183242,0,0,0,0,0,0,2.014355293,0,0,0,1.974529312,2.625270489,0,3.010779839,2.049630768,3.38266725,1.66448284,2.319039816,0,2.182692298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.163498732,0,0,0,0,0,1.959770155,0,0
M81601_at,0.298273482,-0.317715914,-0.328208288,0.338631219,-1.059918157,-0.266369034,0.053539893,0.400308116,-0.033922948,-0.236415812,0.492622866,0.045434843,0.291436052,-0.164145526,-0.431886934,-0.145469601,-0.008387856,-1.370957936,0.11291844,0.761111702,-0.150115966,0.020842855,-0.691530751,-0.086390368,0.008387856,-1.782384181,-0.658056046,0.328647131,-0.562054227,-0.266369034,0.477641474,0.147406816,1.59889919,0.618153748,-0.360151181,0.731106564,-1.150115966,-0.691530751,0.65590867,0.845222657,-0.644880658,-0.415013116,1.081554269,-0.136221524,1.077585367,-0.448960448,-0.328208288,1.345249098,-0.266369034,1.091429017,1.254998041,-0.631824505,0.842886308,0.631751351,-0.501427868,1.29656716,0.029086849,-0.415013116,0.756153982,0.53086167
L37792_at,0,0.432959407,0.084064265,0.22650853,0.555816155,0,0,0,0,1.063502942,0,0,0.310340121,0.98550043,0.201633861,0,0,0,0,0,0,0.263034406,0,0,0,0,0,0,0.526068812,0.713695815,0.378511623,0,0.01435529,0.163498732,0,0.286881148,0.454175893,0,0,3.375734539,0,0.176322773,0.250961574,1.427606173,0,0,0.807354922,0.516015147,0.201633861,0.722466024,0,1.704871964,0,0.056583528,0,0,0,0,0,0
M11717_rna1_at,0.603502827,0.521040667,1.572527177,-0.368482797,-0.808394965,-0.227620261,0.390509103,0.317658538,-1.010028826,-0.106990556,0.829930761,-1.010028826,0.046554702,-1.010028826,-1.010028826,1.182165339,-1.010028826,-1.010028826,1.276852322,-1.010028826,-1.010028826,-1.010028826,-1.010028826,1.560434105,-1.010028826,-1.010028826,-0.405957503,0.234858233,1.417577347,-0.046554702,-0.053972174,-0.287562802,-1.01002883,1.08758197,-1.010028826,1.598780417,0.574933675,-0.278845585,1.647611179,0.08758197,0.357342239,1.697054166,0.712437198,2.365705712,-1.010028826,0.772379739,0.179004998,1.309010989,2.216479704,0.204095979,-1.010028826,1.776567536,-1.010028826,1.306116916,-1.010028826,2.13074983,0.663527598,-0.138185178,-0.85946915,-1.010028826
X77588_s_at,0.832209569,-0.38380052,0.246374558,-0.176539367,-0.308787165,0.656165888,1.327818123,-0.068371062,0.004652194,0.010830769,-0.441681436,0.636321076,-0.190648966,0.342589873,0.543478073,-0.208482259,-1.026643936,-0.312639491,-0.714875708,-0.475829658,-0.597439105,0.106250334,0.160056778,0.766174893,-0.408322839,0.628306083,-0.782718354,0.162833862,-0.020330162,0.753334547,1.248990506,0.362053171,0.53492874,0.414261649,0.13764553,-0.055402929,-0.001552955,-0.555753202,0.800461942,-1.001552955,-0.09466236,0.44880508,0.211928412,-0.506387125,0.001552955,0.140466049,0.892010109,-0.445906022,-0.467216528,-0.162566424,-0.616359967,1.217281646,-0.339897698,0.721666631,-0.842725663,0.506788264,-0.208482259,0.056345428,-0.515238043,-0.964716187
D16480_at,-0.449294181,-0.924379064,0.4033083,-0.924379064,0.581511866,-0.068389367,0.789316751,0.545506912,-0.924379064,-0.339416563,0.193315979,0.226180613,-0.141970499,-0.773819387,0.862217298,0.118265273,-0.125291758,0.689152589,-0.449294181,0.65576642,-0.310847411,-0.491419657,0.79370852,0.828369527,-0.924379064,-0.2195071,-0.924379064,0.717166965,0.721783593,1.012965328,0.239119668,0.845392675,2.44996493,0.689152589,-0.398310252,0.118265273,-0.273614505,-0.924379064,0.068389367,-0.557007998,0.089976229,0.508580343,-0.480772413,-0.150382739,-0.924379064,0.232664646,0.529796829,-0.398310252,0.193315979,-0.579550567,0.811143113,-0.673417491,-0.428683901,-0.840314799,-0.108803635,0.611673836,0.561047763,0.118265273,-0.358781888,-0.175917831
U50079_s_at,0.350147969,-1.695993813,-0.049831156,-0.379848071,-1.190102883,-0.57829877,-0.130396637,0.388070452,0.191531458,-0.279154071,0.207044457,0.078002512,0.679740725,1.300394933,1.676958285,0.360589715,0.252607034,-0.415037499,-0.710493383,0.884151671,0.79970135,0.602664502,-0.174943076,0.524336142,0.760812336,-1.190102883,0.013296823,0.28585884,0.69632361,-0.415037499,0.171902651,-0.130396637,-0.04983116,-0.106230326,0.325485914,-0.785261151,-0.513301516,-0.703225382,0.325485914,-0.432959407,-0.832055363,0.660149997,0.773892163,-0.391482771,-0.930459067,-0.08246216,0.06529146,0.343144581,-0.488100961,0.444784843,-0.717798183,1.323708101,0.073777926,-1.339850003,-0.785261151,0,0.21857071,-0.306427001,-0.022437389,0
L07633_at,0.122031792,-0.706820066,0.322228467,0.669809372,0.220465751,-1.104036288,0.001498126,0.135732702,-1.16319836,-0.341535602,-0.721566651,-0.621372363,0.432904698,-0.330190628,0.802854308,-0.001498126,0.019346128,0.327013529,-0.411545323,-0.16319836,0.080130636,0.813122643,-0.050304304,-1.635266805,1.177397029,-0.004500614,0.483071485,-0.756573101,-0.383914204,-0.037947097,0.73246498,-0.553839205,0.68106583,-0.917037773,-0.621372363,-0.607610462,-0.721566651,-0.274766589,0.46581932,-0.900163955,0.176071631,-0.76164409,-0.059642169,0.981910321,0.068748368,-0.274766589,0.160071153,0.639355575,-0.376115833,0.566367056,0.130267942,0.168093574,0.502236719,-0.210951492,0.660361434,1.004488169,-0.004500614,0.364733195,1.011936275,-0.081668475
L24564_at,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.575312331,0,0,0,0,0,0,0,0,0,0,0,2.324810603,0,0,2.319039816,3.370164281,2.35614381,2.140778656,1.207892852,0,0,0
M10612_at,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.469885976,0,2.042644337,0.111031312,0,0,0,0,0,2.080657663,0,0,0,3.367371066,0,0,0,0,0,0.748461233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X91257_at,0.885166692,0.579821481,-0.120403566,0.51303439,0.908603247,-0.785695882,-0.376200822,-0.469088119,0.664857585,-0.64257094,0.571208351,-0.534511194,0.882384251,0.596894995,0.185248085,-0.630598298,0.002567076,-0.382879977,0.788903449,0.491284807,0.861343115,-0.490567847,-1.117615749,0.894863191,-0.527093723,-1.2215347,-0.092764885,-0.183139321,0.408607784,-0.376200822,1.060332818,0.406672579,0.48396147,0.122963806,0.548570547,-0.989765794,-0.095505047,0.367413149,-0.508715193,-1.162880482,-1.062961674,0.108749947,-0.409910183,-0.292073693,-0.451429453,-0.197786097,-0.622671383,-0.646584003,0.643653093,0.625464147,0.005127316,0.527354061,-0.545709401,0.637065433,-0.679096816,0.160196713,-0.049615649,0.010234206,0.633760288,-0.002567076
U33936_s_at,0.347144838,-0.321881927,-0.321881927,0.815621597,-0.321881927,-0.321881927,0.011541807,1.456326649,0.067684885,-0.120248066,-0.321881927,0.089544319,0.263080574,-0.321881927,0.648971727,-0.321881927,-0.321881927,0.253430404,1.204186884,-0.321881927,1.078656002,0.243715249,0.873465671,-0.321881927,-0.321881927,-0.321881927,-0.321881927,0.755361072,0.493693502,-0.321881927,0.204186884,-0.321881927,-0.03500078,-0.321881927,-0.321881927,-0.321881927,-0.095373397,-0.321881927,-0.120248066,-0.070920354,-0.265298399,-0.035000779,0.509995314,1.286927316,0.347144838,-0.321881927,0.828677749,-0.321881927,1.493693502,-0.011541807,1.772354143,3.0440905,0.19413322,-0.321881927,0.184009003,1.342600913,0.272666622,0.86081037,0.253430404,0.253430404
J02902_at,0.297018542,0.19568437,0.54553455,-0.267125487,-0.428806494,-0.539283031,-0.214362826,0.251575571,-0.190646757,-0.485390023,-0.574657361,1.357253649,0.763549553,0.365276071,-0.1068784,-0.092156894,0.076954175,-0.653512782,0.070426132,0.407324804,-0.03825168,-0.034728614,-0.637393116,-0.034728614,-0.4662812,-0.01030514,-0.887660226,-0.070352524,0.367940328,-0.330504421,-0.03825168,0.291415836,0.80739173,0.073693846,0.502537145,0.341073722,0.94221615,0.502537145,-0.330504421,0.271633224,-0.783471376,0.080207153,-0.697400426,-0.424189866,-1.514536368,-0.544283712,0.987963972,-0.01030514,0.013711741,1.18514821,0.083452813,0.987963972,-0.103183916,0.313697283,0.01030514,0.801491125,0.391699795,-0.579782393,0.57811292,-0.900427522
AFFX-HUMRGE/M10098_5_at,1.408633904,-0.978177042,0.272784531,-0.130180136,0.043302685,-0.007323388,-0.524001149,-0.978177042,0.76167106,-0.978177042,-0.02212039,0.735518773,1.674882975,0.296830005,-0.978177042,1.311657423,0.343751053,-0.075138772,0.355246691,0.905443774,-0.138217455,0.377966768,0.744288982,-0.978177042,-0.555944042,-0.978177042,0.577639113,1.057446867,0.873821795,-0.282183229,2.382187234,2.041524872,0.94020919,0.416885757,-0.978177042,0.454782365,0.55289245,-0.978177042,-0.452108231,0.667985615,-0.599665419,-0.978177042,-0.978177042,-0.978177042,-0.978177042,-0.075138772,0.383591317,-0.075138772,-0.978177042,-0.599665419,0.007323388,-0.978177042,1.355246691,-0.739390183,0.765984053,1.235947763,-0.622033232,-0.195768477,0.695379382,0.272784531
HG3510-HT3704_at,0,0.584962501,0,0,0,0,0,0,0.871843649,2.819668183,0,1.22650853,2.773996325,0.613531653,0,0,1.752748591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941106311,2.007195501,0,0,3.360364277,0,0,0.137503524,0,0,0.189033824,0,0,0,2.516015147,0,0,0,0,0,0,0,0
M26062_at,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.360364277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X74795_at,-1.23549082,0.163336453,0.316867016,0.715321631,-0.89275811,-0.18403122,0.561464173,-0.03280607,0.015403023,-0.658610665,-0.22345157,0.19955664,-0.079061661,-0.022339071,0.802293843,-0.043349564,0.360178187,-0.272223371,-0.433904378,-0.564488488,0.20253434,1.346782594,0.66007177,0.354834866,1.304447756,-0.097254777,0.234889714,-0.97783961,1.04390577,0.44560033,-0.34861919,0.937118266,1.28912202,0.283508419,0.711145955,-0.119393755,0.097677026,-0.911951675,0.507105596,0.432978245,-0.061095114,-0.357362823,-0.331289311,-1.539397507,0.808170409,-1.05397068,-0.621274514,0.725708249,-0.141877769,0.480365748,0.752368618,-0.1082818,-0.015403023,-0.335602304,-0.702498309,-0.203606759,-0.061095114,0.025527241,0.38921786,0.214384058
J04973_at,-1.04043399,-0.843397143,0.631761349,0.191977187,-1.112583776,0.245870195,1.055970494,0.689476847,-1.214764171,-0.156400008,-0.679167747,-1.339092306,-0.011404941,-0.011404941,0.896634754,-0.028752185,0.130793671,0.011404941,-0.428359644,0.724410637,0.050474506,0.050474506,0.352441859,0.741565358,-0.459386539,0.201926848,-0.573557559,0.077747436,1.307070352,-1.339092306,0.269716937,0.061445624,2.01986652,0.932930883,0.120339313,-0.028752185,0.439116271,-0.428359644,-0.793123937,-0.331896804,0.81471303,-0.150058481,-0.590631073,-1.005668572,0.508904601,-0.451567035,0.616964347,-0.228060993,-0.241481509,0.201926848,-0.451567035,0.464134731,0.176922841,-0.813023494,-0.046310556,1.46206635,-0.353591875,-0.523516877,0.130793671,-0.725560653
U69126_s_at,-0.336117025,0.503242953,-0.997592419,-0.011806279,-0.467077703,0.435017709,0.800302173,-0.739280424,-0.372337213,-0.199697827,-0.513513276,0.764610466,-0.085055261,-0.19428433,-0.095108925,-1.016575523,-0.021360585,0.089315646,0.496563797,-0.243753007,0.272496744,0.438506695,1.018815337,0.899837847,0.19623085,-0.254980262,-0.318342323,-0.378463316,0.441987264,0.102571743,0.187963234,0.654912822,1.29768884,0.248845476,0.32622032,-0.527059808,-0.80376915,-0.54762113,-0.085055261,-1.611124072,-0.997592419,-0.486795937,-0.216061273,-0.677551434,1.747834754,-0.318342323,0.441987264,0.276401198,0.448923311,0.240874765,0.057902693,0.80571567,-1.611124072,0.455826172,-0.596768779,0.88457109,0.011806279,-0.045526896,0.291914198,0.084869741
D78611_at,0,0,1.5360529,0.90303827,0,0,0,0,3.357552005,0,0,1.709290636,0.124328135,1.550900665,0.59454855,1.443606651,0.042644337,0.333423734,1.232660757,0.545968369,1.531069493,0,1.014355293,0,0,0,0,0,0,0,0,0,0,0,0,0.704871964,0,1.117695043,0.23878686,0,0,0,0,0.163498732,1.049630768,2.469885976,1.545968369,1.077242999,1.207892852,0,1.137503524,0,0,0,0,0,0,0,0.389566812,0
L36151_at,0.136959213,0.169259705,0.538321776,0.195635121,-0.111989436,-0.358300485,0.598863318,0.500738593,-0.048703192,-0.061140295,-0.164696487,0.358573692,0.94819757,-0.111989436,1.259538172,-0.373730525,-0.048703192,-0.151338104,-0.03637239,-0.11847347,0.50917543,0.634005124,-0.254677853,2.088518858,0.226662016,-1.269033146,-0.144705011,-0.42103624,0.926314452,0.399993619,-0.413043449,1.147806595,1.50707084,1.171919052,-0.018071573,-0.42103624,1.072952601,-1.269033146,-0.092710374,0.409038759,0.023748603,0.449054438,0,-0.703435971,0.701820508,0.335038177,0.96362761,1.236857783,-0.312976494,0.741746692,1.422501018,0.20085283,-0.5034984,-1.269033146,-0.373730525,0,-0.276264716,-0.486624582,-0.164696487,-1.269033146
D38251_s_at,-0.20187325,-0.260054321,-0.266003587,0.266344287,-0.383966925,0.004957734,0.522492308,-0.248228885,-0.230670514,0.64802319,-0.21908254,1.084259855,0.700829549,0.342610182,-0.184866824,-0.118777634,0.123472206,0.072521018,-0.599904324,-0.004957734,-0.173639569,0.270460396,0.362027635,-0.512441482,-0.20187325,-0.57015698,-0.196182138,-0.076342368,0.589920235,0.274564794,0.15052353,0.660623226,1.81090033,0.54305363,-0.4166825,0.346514636,-0.266003587,0.114341194,0.505131147,-0.630277973,-0.526655342,-0.162499011,0.322927816,-1.541010635,0.682411915,0.159429083,-0.555510204,-1.484427106,-0.555510204,0.910530198,0.310988202,0.278657549,-0.248228885,0.426157973,-0.224864892,0.812312656,-0.4166825,0.426157973,0.290866607,-1.403507111
